original_path,sha256,file_size,reason_for_deletion,outdated_sections,valid_information_migrated,migration_destination,validation_status,deletion_timestamp
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/evrp_feasibility_sensitivity_results_summary.md,9e8c91de17f8a139b0c3c40f8003d0dc820e4c3841b07830c7558beb07f62c18,3425,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/tokyo_use_case_additional_research_summary.md,2a83870fea1e5eb79fdd2787a2e7fb6ab14b879f2eb715108e31c160fe80be5c,2859,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/evrp_requirement_gap_interpretation_summary.md,df12bcc7e38cd27824109a7d88cb105c39e4e6b2d5ade58fa2eb252fab221a0f,5664,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/research_background_objective_questions_presentation.md,c0e78357bfcd4baa5aa1b4e8323dedafa01c52ca37d769c892665f6705324034,10782,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/use_case_decomposition_design.md,778a732643de1970ce12d95e3870d9b761702ac3376b81176ee08fade0342e71,7539,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/feasibility_sensitivity_analysis_design.md,9766e18060f8e1e26fb2646b3ea9b0739f8dd0bba57d38b2ec48f33a6a88e17e,12563,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/service_candidate_generation_rules.md,2ae05d8bcbf000b860e2d8d37ce89245c340183833b41db4f1cdce4f428b0ad8,7561,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/analysis_definitions_and_rules.md,0ab392668cd5e21a34a7a5582866dcdcb568ef14572ea7e7c05fa0d0813fe4de,20631,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/evrp_scenario_story_visualizations_summary.md,f96c4f7e5d769b6f77c97fc324454f1399679cd041638594898878b88e298d91,935,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/research_progress_current_outputs.md,2d0403023bb393476b940e6452a2af5b68df031d1c3d6b2600e80424a22abc4e,14049,Mixed or superseded research Markdown consolidated into canonical documentation,/Users/tstakuma/Desktop/github/research/,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/monte_carlo_evrp_visualization_summary.md,4617e59b00ae76d068848e1724240fbc79c3ca30960b923333291d023968e7f7,2358,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/evrp_scenarios/regeneration_summary.md,41e3a63b35a040f8e5ef6697551abaff6f502349008fc2f155dfa74d14ce88e4,5027,Mixed or superseded research Markdown consolidated into canonical documentation,old; legacy,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/11_charger_route_propagation_audit.md,7da1ee74bc4d06c8eca41a21aa41cde772fa6b3bbd7c01ae8ecc4011bfbe970e,8427,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/legacy_evrp_outputs/use_case_scenario/network_feasibility_audit/09_network_feasibility_report.md,b4d5f9ad920cf781577767fba763c138877c8411fb7ff3dfad6224f55e5c277e,25612,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/11_simulation_derived_pathway_report.md,1443ed6d1b3eb4a25a7ac3f004a95156b06f37834877626bc09a11d16009b5d7,23599,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/outputs/simulation_derived_charging_pathway/14_data_driven_pathway_generation_report.md,5c275787143e593f13c274652589cc795173ada132b295af5dfe20c3dc39fe84,2434,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/README.md,b20bfc0b6121b301879c448d3dee75d8ec4c33c261de4d790c280e6997dd4921,4130,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/08_simulation_derived_outputs/11_simulation_derived_pathway_report.md,1443ed6d1b3eb4a25a7ac3f004a95156b06f37834877626bc09a11d16009b5d7,23599,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/04_semi_quantitative_tables/qrl_wise_srl_score_summary.md,7fef40bdf2dcad16ecfaa3f87a0a1e652cd70d3a81c4f4b83e2eccef99505931,4674,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/05_scenario_generation_rules/evrp_benchmark_requirement_table.md,cca7605dcc0b15fd194bf2a8f7dbbcd5c4e7bb340f79494a32439e43f1f87476,2744,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/10_bench-2024-lubinski.md,37d793765ae9607c9262aa9ac324419a22b45694e3de872e5a351288c29cab08,1614,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/09_bench-2023-lubinski-optimization.md,b24ecf591dedb55e097cc3861d7cabca7adf9ca364a1992bec060ec4036ec37e,1510,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/08_bench-2021-lubinski.md,f7056b57735f5082506eef4ad33d338854e6043fa3c1ab45c4115e715a764e1e,1389,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/16_cvrp-2025-onah-utility.md,7d53a0027c24401a1a92fe45119eb2ee0581c52715b9b68032b323bf535f9174,1683,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/deprecated_outputs/charging_pathway_legacy/explanation_package/quantum_evrp_explanation_package/01_literature_notes/07_utility-2023-herrmann.md,e43a28d719f39798ed928ab981a00bddef89778691f61ea59e188ccab0fd9765,2524,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",001_20260712_readme.md; 002_20260712_research_structure.md; 006_20260712_folder_structure.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/14_logistics-2024-phillipson.md,dad8017cb651c408c64085bb6ed28183c64a9d64ab0d8174bf36e79fe325c759,1335,Mixed or superseded research Markdown consolidated into canonical documentation,final,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/04_vrptw-2023-leonidas.md,bda4bb90630743e552a0c3f3420f290d3d8cef153b0e91fcb9be7b1339d773ec,1486,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/05_hvrp-2024-fitzek.md,515fd96492fce221cca9186605582c40ff7234320e962d8526a1e69fe0ab548f,1483,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/03_cvrp-2023-xie.md,21b52066a98e41f6f3ce27585fa6c05b1cfe8cd88e922145ce5aa98deda08feb,1531,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/13_resource-2022-beverland-practical-advantage.md,23b1f979e886801d1186dd9359bbf72dd400af69a35ecdbeff003dd6db04cf6d,1909,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/12_vqa-2021-cerezo.md,641927744c72415afeb2f7a6fc1a057bf8b83d5c53bd8dc351d28a21b1549895,1526,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/10_bench-2024-lubinski.md,37d793765ae9607c9262aa9ac324419a22b45694e3de872e5a351288c29cab08,1614,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/09_bench-2023-lubinski-optimization.md,b24ecf591dedb55e097cc3861d7cabca7adf9ca364a1992bec060ec4036ec37e,1510,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/01_vrp-2020-azad.md,cccf2b2c85abc264f9156d6ab9222f7ed235a19bb37d2e8ee7f4a1f3df18a981,1445,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/00_qaoa-2014-farhi.md,79d6d8a4896a28d8be1c236ce5aaeb53be72ab8f4b1c7e6088fcfab1451ed3f4,1289,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/02_cvrp-2023-palackal.md,827e9b59fa17a2cfebac2248cd79000783d56f867e6e3c4d17aca0b04650702b,1514,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/08_bench-2021-lubinski.md,f7056b57735f5082506eef4ad33d338854e6043fa3c1ab45c4115e715a764e1e,1389,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/06_vrp-2025-azfar-arxiv.md,e3442476e1f3e1868474c14adbff44650c10e7036a7fec00d0123a5da544719c,1518,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/11_nisq-2018-preskill.md,b11b7570d4ab39b2c399c6090811577d6b5ca8546478882de04be29109740d8f,1470,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/16_cvrp-2025-onah-utility.md,7d53a0027c24401a1a92fe45119eb2ee0581c52715b9b68032b323bf535f9174,1683,Mixed or superseded research Markdown consolidated into canonical documentation,old,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/15_encoding-2022-glos.md,d00c84660d5b1d69380afda2938b8f1107309319734acbd0d8ef1a03653a788a,1540,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/notes/07_utility-2023-herrmann.md,e43a28d719f39798ed928ab981a00bddef89778691f61ea59e188ccab0fd9765,2524,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
/Users/tstakuma/Desktop/github/research/literature/pdf_derived/README.md,61465490be0c09ca2b39f653e8eb2308fce71fc19ecb9e01f734765b4470c23e,548,Mixed or superseded research Markdown consolidated into canonical documentation,superseded structure/duplicated narrative,"research scope, methods, provenance, references, execution or asset context as applicable",202_20260712_reference_inventory.md; 202_20260712_analysis_method.md,canonical destination created and non-empty,2026-07-11T19:46:15.247230+00:00
