file,line,text,classification,reason
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,8,Proposed customer: dispatch-specific service event at a valid physical access/stop location; aggregated events only with compatible service and child lineage.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,9,"Proposed horizon: **one dispatch batch**, one controlled depot, multiple vehicles, one tour per used vehicle, depot return. No automatic full-day equivalence.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,10,Demand definition: load assigned to a stop/service event within that batch. No daily building rate passed directly into capacity.,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,33,"After supported q/Q/m exist, report rho=sum(q)/(mQ), max(q)/Q, total/Q and feasible-assignment implications. rho≤1 is necessary not sufficient; no arbitrary threshold or binding gate. Non-binding remains a legitimate result. No pressure value can currently be calculated for the unconstructed dispatch batch.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,34,Prior building-day five-node38.858 parcel diagnostic only conditionally implies a51.469kg/parcel break-even at Q2000. It is not a dispatch-batch estimate.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/R24_CAPACITY_PIPELINE.md,38,Approved problem/data contract → capacity/data authority acquisition → dispatch assignment → service events → q and matched vehicle/Q → declared multiple vehicles → single-depot CVRP specification → exact/MILP reference formulation and small reference checks → controlled benchmark-instance approval → QUBO → penalty proof → logical/compiled qubit and memory/depth/resource gate → separate QAOA execution decision.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/STOP_CONDITIONS.md,8,"| STOP_SERVICE_EVENT_DEFINITION_UNRESOLVED | ACTIVE problem-definition gate | Approved access/consolidation rule, child lineage and non-observed labeling |",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/pipeline_authority_and_r24_capacity_plan/20260914_v1/STOP_CONDITIONS.md,9,| STOP_DISPATCH_BATCH_DEFINITION_UNRESOLVED | ACTIVE problem-definition gate | Approved membership/horizon/reload/operator scope; day not silently substituted |,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,1,# Gate A — service-event / dispatch-batch authority,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,25,## A3 Candidate service-event aggregation (no final groups),KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,32,## A4 Physical-stop mapping contract,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,33,Plan join event→physical_stop/access_point→directed edge+offset and network/profile hashes.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,39,## A5 Dispatch-batch membership evidence,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,40,"B_b is a finite set of eligible requests/events for the frozen one-dispatch decision, NOT automatically a day or AM/PM half.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,50,"STOP_SERVICE_EVENT_DEFINITION_UNRESOLVED remains for data grouping/access, not semantic core.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/GATE_A_SERVICE_EVENT_BATCH.md,51,STOP_DISPATCH_BATCH_DEFINITION_UNRESOLVED remains for membership; generator STOP scoped per A1.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/R24_DATA_GATE_EXECUTION_PIPELINE.md,15,R24 remains a methodological bridge: single-depot directed travel-time minimization; finite required unsplittable batch service events at access/visit locations; homogeneous available fleet; one depot departure/return per USED vehicle; unused vehicles allowed; single additive onboard load with LOAD_UNIT_OPEN.,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/R24_DATA_GATE_EXECUTION_PIPELINE.md,49,**NEXT_EXECUTABLE_TASK = reconstruct event/batch evidence**,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/R24_TO_EVRP_PIPELINE.md,11,"8. VRPTW: add authoritative time windows, service times and operating/shift horizon; distinguish customer windows from batch membership and validate temporal feasibility.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/validate_plan.py,15,"""R24_DATA_GATE_EXECUTION_PIPELINE.md"", ""GATE_A_SERVICE_EVENT_BATCH.md"",",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/validate_plan.py,45,"assert ""NEXT_EXECUTABLE_TASK = reconstruct event/batch evidence"" in main",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/validate_plan.py,54,"""STOP_DEMAND_GENERATOR_PROVENANCE_INCOMPLETE"", ""STOP_SERVICE_EVENT_DEFINITION_UNRESOLVED"",",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_data_gate_execution_pipeline/20260914_v1/validate_plan.py,55,"""STOP_DISPATCH_BATCH_DEFINITION_UNRESOLVED"", ""STOP_VEHICLE_CLASS_UNRESOLVED"",",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_demand_capacity_authority/20260914_v2/build_review.py,99,"        q_kg_customer_day=None,demand_kg_horizon=None,horizon_days=1,Q_kg=Q,",MARK_SUPERSEDED,historical design cannot govern R24
reproducibility/outputs/traffic_simulation/r24_demand_capacity_authority/20260914_v2/build_review.py,107,"    capacity_basis='fixed_model_assumption',horizon_days=1,expected_parcel_total_fixed_support=N,",MARK_SUPERSEDED,historical design cannot govern R24
reproducibility/outputs/traffic_simulation/r24_demand_capacity_authority/20260914_v2/representative_instance_schema.md,24,| horizon_days | number | 1; version change needed otherwise |,MARK_SUPERSEDED,historical design cannot govern R24
reproducibility/outputs/traffic_simulation/r24_demand_capacity_authority/20260914_v2/validate_review.py,21,    assert float(x['Q_kg'])==2000 and float(x['horizon_days'])==1,MARK_SUPERSEDED,historical design cannot govern R24
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,1,# Customer / service event / physical-stop specification,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,11,| Delivery service event | One inseparable service action for one or more compatible requests at one access point within one batch | FREEZE semantic unit; concrete grouping OPEN |,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,13,| Customer node i | One required service event with location reference and batch-specific load | FREEZE; not unique physical-location count |,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,17,parcel/request → service event → physical-stop reference → mathematical node.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,20,- Each batch request (or explicitly defined indivisible request unit) belongs to exactly one service event; a service event contains one or more such requests.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,21,- Each event belongs to exactly one batch and one physical-stop/access reference. Each modeled node corresponds to exactly one event.,REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,22,- Multiple events may share a physical stop; a building can reference multiple physical access points. Stop IDs are not building IDs.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/CUSTOMER_SERVICE_STOP_SPEC.md,34,"Observed physical stops are not currently identified. A declared benchmark proxy may be used only with access/geometry and compatibility checks. Existing TERMINOLOGY_AMBIGUITY is resolved in the new schema, not by relabeling the historical source fields as physical observations.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/DISPATCH_BATCH_SPEC.md,1,# Dispatch batch specification,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/DISPATCH_BATCH_SPEC.md,5,"A dispatch batch is a finite declared set of delivery service events available for one controlled depot dispatch decision. It is not inherently a calendar day, worker shift or full carrier day. It can generate several routes, with a homogeneous available fleet and each used vehicle departing exactly once and returning exactly once.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/DISPATCH_BATCH_SPEC.md,20,"No option, wave fraction, random selection rule, daily split or all-day-as-batch substitution is selected now. Therefore semantic horizon is frozen but STOP_DISPATCH_BATCH_DEFINITION_UNRESOLVED remains for concrete membership rules.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/DISPATCH_BATCH_SPEC.md,24,"batch_id, definition_version, depot_id, source_snapshot_id/hash, membership_manifest/hash, request_unit_definition, request_ids, event_ids, dispatch_policy_id, horizon_semantics=one_dispatch_batch, tours_per_used_vehicle=1, reload_allowed=false, classification, observation_status, excluded_or_unassigned_request_manifest, fleet_scenario_id, data_acceptance_status.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/MINIMUM_OPEN_GATES.md,7,"| M1: request→batch→event→access binding | Defines which indivisible tasks and locations actually enter C | Applicable operational/public study OR explicitly approved controlled-snapshot grouping/batching contract; request conservation and access checks | service-event/dispatch STOPs remain data-rule OPEN; depends on chosen source support | Review membership, grouping and access evidence; no rule/value adopted in this task |",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/MINIMUM_OPEN_GATES.md,12,"Do not require observed carrier manifests as the only way to create any benchmark: a carefully labeled controlled data contract can be valid. Do not treat a vague “synthetic” label as enough either. Numeric q/Q, batch membership and stop grouping still need an accepted reproducible authority.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,7,"Public population/household/parcel sources [EXISTING] → synthetic saved requests [EXISTING; partial generation lineage] → dispatch-batch assignment [OPEN] → service-event aggregation [OPEN] → physical-stop proxy/access mapping [OPEN for R24 events] → stop/event-level capacity load [OPEN, LOAD_UNIT_OPEN] → concrete CVRP instance [OPEN; NOT GENERATED].",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,17,"| batches | batch_id, depot_id, definition_version, membership_manifest/hash, horizon_semantics, dispatch_policy_id, fleet_scenario_id, source_scope, unassigned/excluded_manifest, classification, acceptance_status |",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,18,"| events | event_id, batch_id, physical_stop_id, request_ids/child_manifest_hash, aggregation_rule_id/version, request_content_totals, compatibility_evidence, provenance_class, observation_status |",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,19,"| physical_stops | physical_stop_id, access_point_id, source_building_ids, longitude/latitude, CRS, observed_or_proxy_status, geometry_source/hash, network_id/hash, directed_edge_id, edge_offset_m, mapping_rule/version, access_validation_status |",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,20,"| demands | event_id, customer_node_id, physical_stop_id, batch_id, load_value, load_unit, resource_dimension_id, load_basis, load_authority_id, provenance_class, observation_status, source_hashes, uncertainty_ref, transformation_id/version |",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,23,"| instance_manifest | instance_id, core_spec_id/hash, batch_id, event/customer mapping, depot_id, ordered node/vehicle IDs, m, resource/unit, source/table hashes, load_basis, grounding_metadata, exclusions, validation_report_hash, dataset_acceptance_status |",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_DATA_SPECIFICATION_DRAFT.md,41,- Reachability TRUE/FALSE/UNKNOWN separate. UNKNOWN/error blocks acceptance. FALSE implies no arc and null costs; TRUE implies finite nonnegative travel time. Distinct nodes with same physical stop may have documented zero travel time.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DATA_SPEC_FREEZE_REVIEW.md,16,"A **methodological bridge from R23 single-vehicle route ordering to multi-vehicle capacitated routing**. A finite batch of required delivery service events is assigned to homogeneous available vehicles and ordered into single-depot return tours, minimizing total directed travel time under one additive onboard-load resource.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DATA_SPEC_FREEZE_REVIEW.md,22,parcel/request → service event → physical-stop/access-point reference → customer node.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DATA_SPEC_FREEZE_REVIEW.md,23,"Customer node means one indivisible batch service event at a modeled visit location. A physical place can support several distinct events; identities are not equated. Building and household are source entities, not automatic customers. Existing centroids are geographic proxies, not observed vehicle stops.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DATA_SPEC_FREEZE_REVIEW.md,29,"One dispatch batch, one controlled depot, homogeneous available fleet, at most one tour per available vehicle, exactly one departure and one return for each **used** vehicle. Unused vehicles are permitted. This resolves an otherwise hidden ambiguity in “one tour per vehicle”: it is not a rule that all available vehicles must leave.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DATA_SPEC_FREEZE_REVIEW.md,37,"q_i is load assigned to one service event/customer within its batch, not kg/day and not daily building demand. Q is the capacity of the same additive resource for one departure. Both use symbolic **LOAD_UNIT_OPEN**. No mass, volume, parcel quota, count normalization, mean weight, vehicle class, Q or q_i values are newly adopted.",REWRITE,field-scoped horizon/interface amendment proposal; preserve mathematics
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DEFINITION_DRAFT.md,9,"- Customer: required delivery service event at a modeled physical-stop/access location, retaining source request lineage.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DEFINITION_DRAFT.md,10,"- Horizon: one finite dispatch batch; one tour per used vehicle, no reload/multi-trip within the instance.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/R24_PROBLEM_DEFINITION_DRAFT.md,23,"Request set, batch membership, service-event consolidation/access mapping, load basis and unit, source values q/Q, primary class/body/profile, numeric m and n, cost matrix for new endpoints, usable candidate support and implementation precision. No deterministic mean or random realization is newly selected. Registered legacy values are not defaults.",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/SPEC_REVIEW_CHECKS.md,9,7. Co-located events: different customer IDs can share a physical_stop_id; costs need endpoint evidence and zero travel does not eliminate exact service/connectivity requirements.,KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/STOP_CONDITIONS.md,8,"| STOP_SERVICE_EVENT_DEFINITION_UNRESOLVED | Semantic definition frozen here; concrete grouping/access rule OPEN (M1) | No | Yes, event-data binding | Approved child mapping, aggregation compatibility and access authority |",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/STOP_CONDITIONS.md,9,"| STOP_DISPATCH_BATCH_DEFINITION_UNRESOLVED | One-batch semantics frozen; daily→membership mapping OPEN (M1) | No | Yes, batch construction | Applicable evidence or prespecified controlled batch contract with conservation |",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_data_spec_freeze_review/20260914_v1/validate_freeze_review.py,22," 'DISPATCH_BATCH_SPEC.md','CAPACITY_DIMENSION_DECISION.md','VEHICLE_CLASS_DECISION.md','DEPOT_SPEC.md',",KEEP_CURRENT,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/R24_PROBLEM_DEFINITION_ZERO_BASE_AUDIT.md,41,"Choose **Option 1 revised**, a controlled dispatch-batch delivery-stop CVRP, with a separate system-scale demand model. A customer is one modeled service event at a road-accessible delivery point, retaining child request/household/building IDs; building grouping is conditional on shared access and compatible service conditions. One benchmark batch may produce several routes; each modeled vehicle departs once and returns once, no reload, no splitting. This is not a claim that an Ota day contains one batch or one tour.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/R24_PROBLEM_DEFINITION_ZERO_BASE_AUDIT.md,43,"Demand descriptor: parcel-equivalent/request content per dispatch batch. Conserved capacity demand: resource amount per stop per dispatch, selected only with a matched vehicle/resource authority. kg/tour is conditional, not adopted; parcels are not a capacity merely because counts exist. Full numerical definition remains blocked by the resource–vehicle–batch contract.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/R24_PROBLEM_DEFINITION_ZERO_BASE_AUDIT.md,49,"Recomputed maximum expected demand over any five of the saved active buildings is 38.858022937 parcel-equivalents/day. Under the *old* one-day, common-mean, Q=2,000 kg assumptions, mass becomes less than Q for every such set if mean <51.469422498 kg/parcel. Corresponding n=3/4 critical means: 85.569845740 / 64.267188361. These are conditional break-even calculations, not weight evidence, not a new demand distribution, not diagnostics for the revised yet-undefined dispatch batches.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/R24_PROBLEM_DEFINITION_ZERO_BASE_AUDIT.md,70,"Next: review/freeze the conceptual service-event/dispatch contract and select an evidence-supported vehicle–resource scenario; restore demand generator prerequisites; define separately the system estimand and benchmark coverage protocol. These are design/authority tasks, not permission to generate kg, freeze small instances or implement CVRP/QUBO/QAOA. No unconditional progression to classical reference or quantum work is granted.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/STOP_CONDITIONS.md,8,"| STOP_CAPACITY_DIMENSION_UNRESOLVED | Primary definition-freeze gate: select conserved resource together with vehicle and dispatch load. OPEN | Approved batch/service-event contract, matched vehicle/resource specification and physically interpretable load evidence or explicitly bounded methodological authority |",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/STOP_CONDITIONS.md,13,"No extra customer/depot/horizon STOP for the **proposed controlled abstraction**: customer service event, one-dispatch/one-tour and scenario depot are explicit design recommendations. Operational equivalence is not asserted. Vehicle class remains OPEN inside the primary coupled-resource gate rather than a duplicative STOP. Demand-model validity deficits remain recorded under system-claim validation rather than an overlapping blanket gate.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/customer_unit_comparison.md,9,"| Delivery stop / service event | Saved synthetic building group is candidate, actual stop evidence missing | Best match to vehicle visit, preserve access ID | Aggregate only requests served by this event | Split events if access or windows incompatible | Load changes and dwell attach naturally | No operational representativeness yet | Explicit consolidation rule required | Moderate, potentially repeated location events |",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/customer_unit_comparison.md,14,"Recommendation: model customer as a **dispatch-specific delivery service event** at a road-accessible point. Buildings are locational/grouping candidates, not household or parcel identities. A building is acceptable as one synthetic stop only under declared common access, one compatible service event and no claim of observed stopping. Otherwise preserve multiple service events at the same building or separate entrances.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/customer_unit_comparison.md,16,"For future schema: service_event_id, dispatch_batch_id, access_point_id, building_ids[], household_ids[], request_ids[], child_count, aggregate_rule_id, resource_amounts with units, observation_or_proxy, service_time_source, time_window_source, geometry/network hashes. Missing entrance/service data stays null, not zero. No schema migration or candidate creation performed.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/demand_unit_comparison.md,17,"Recommended descriptor: synthetic parcel-equivalent content associated with a dispatch service event. Recommended **capacity demand**: d_i in the selected physical load unit per dispatch, not a preselected kg/day rate. Unit and vehicle capacity must be selected together. CVRP can use mass or volume; count needs a capacity authority, not normalization.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/demand_unit_comparison.md,23,Daily totals can be assigned across a fleet's one-tour routes in a controlled model if all daily deliveries form one dispatch batch and each vehicle loads once. This is a legitimate abstraction but not evidence that operational vehicles never reload. Multi-trip models require per-tour loading and per-vehicle shift linking.,KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/operating_horizon_comparison.md,12,"Chosen benchmark horizon: **one dispatch batch, multiple vehicle tours, at most one departure per modeled vehicle**. The batch is a set of requests offered together; each tour is an outcome of assignment, not an assumed preallocated route. All used vehicles return to the same scenario depot. No pickups, reloads, split service or time windows at this methodological stage.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/recommended_r24_problem_definition.md,3,"Decision **REVISE / Option 1 revised**: dispatch-batch delivery-stop, homogeneous-scenario, controlled single-depot CVRP as a methodological bridge. Do not implement the current building-day mass CVRP unchanged. Not Option 2 supernodes and not VRPTW-first at this point.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/recommended_r24_problem_definition.md,7,"- Customer: one delivery service event at a road-accessible point; keep child request/household/building lineage. A building may group compatible events, not define a person or parcel.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/recommended_r24_problem_definition.md,8,"- Demand descriptor: parcel-equivalent/request content allocated to the batch. Capacity demand d_i: amount of a selected conserved onboard resource per service event, **unit pending matched evidence**, not automatically kg/day.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/recommended_r24_problem_definition.md,9,"- Horizon: one dispatch batch yielding multiple tours, each used vehicle departs/returns once; no reload, pickups or split delivery. Not all Ota operations in one day.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/recommended_r24_problem_definition.md,20,"It isolates assignment plus conserved-resource feasibility while retaining R23 ordering/cost lineage. Real service-event semantics preserve later time windows and changing vehicle load. Aggregation without internal costs conceals work; multi-trip/VRPTW-first introduces time and reuse evidence absent here. A methodological bridge can be useful even if some small instances are non-binding, but those runs cannot demonstrate general capacity-induced difficulty.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/vehicle_capacity_assessment.md,22,"Recommendation: distinguish kei cargo van, sub-3.5t delivery truck and larger light-truck research scenarios, homogeneous within each controlled benchmark. Select a matched complete variant/profile only after defining service events and dispatch resource. Runtime profile remains untouched and may be retained as an explicitly fixed comparison scenario; it is not automatically the new primary vehicle.",KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
reproducibility/outputs/traffic_simulation/r24_problem_definition_zero_base_audit/20260914_v1/vehicle_capacity_assessment.md,31,| Stop count | Service-event quota | Not physical cargo capacity; maximum needs service/shift evidence |,KEEP_HISTORICAL,valid terminology/limitations or historical evidence; no edit
